VotingDistrict,ward_id,metro,station,station_type,registered,turnout,tent,pred_turnout,gap_pp,low_turnout_flag
32860784,79800121,Johannesburg,ENNERDALE SECONDARY SCHOOL,School,4200,0.4493,0,0.3731,7.62,0
32860795,79800121,Johannesburg,ENNERDALE EXT 9 CIVIC CENTRE,Hall/Centre,1602,0.4913,0,0.3731,11.82,0
32860830,79800121,Johannesburg,MOTHEO PRIMARY SCHOOL,School,3524,0.7026,0,0.3731,32.95,0
32860469,79800122,Johannesburg,ZAKARIA PARK COMMUNITY HALL,Hall/Centre,2566,0.4532,0,0.4148,3.84,0
32860740,79800122,Johannesburg,OLIFANTSVLEI PRIMARY SCHOOL,School,94,0.2553,0,0.4148,-15.95,1
32862809,79800122,Johannesburg,SIYAPHAMBILI DAYCARE & PRESCHOOL,School,1536,0.3717,0,0.4148,-4.31,1
32850323,79800123,Johannesburg,IH HARRIS PRIMARY SCHOOL,School,3119,0.2049,0,0.3652,-16.03,1
32850345,79800123,Johannesburg,TENT AT UJ DFC,Tent,3508,0.1608,1,0.3652,-20.44,1
32850390,79800123,Johannesburg,CENTRAL COMMUNITY FELLOWSHIP,Hall/Centre,3417,0.2555,0,0.3652,-10.97,1
32860010,79800124,Johannesburg,JOHANNESBURG CITY HALL,Hall/Centre,5014,0.2264,0,0.3947,-16.83,1
32860100,79800124,Johannesburg,SELBY CENTRAL OFFICE,Other,1302,0.3472,0,0.3947,-4.75,1
32860177,79800124,Johannesburg,PIONEER ADMINISTRATION HALL,Church,1166,0.3602,0,0.3947,-3.45,1
32860346,79800125,Johannesburg,MEREDALE PRIMARY SCHOOL,School,2631,0.4831,0,0.4074,7.57,0
32860379,79800125,Johannesburg,KLIPRIVIER CENTRE,Hall/Centre,3669,0.477,0,0.4074,6.96,0
32860380,79800125,Johannesburg,ELETHU THEMBA SCHOOL,School,608,0.3947,0,0.4074,-1.27,1
32840502,79800126,Johannesburg,BOSKOP PRIMARY,School,6548,0.5544,0,0.5515,0.29,0
32870011,79800126,Johannesburg,ALLEN GLEN HIGH SCHOOL,School,5354,0.5247,0,0.5515,-2.68,0
32870347,79800126,Johannesburg,WELTEVREDEN PARK PRIMARY SCHOOL,School,6737,0.5124,0,0.5515,-3.91,0
32870134,79800127,Johannesburg,DURBAN DEEP PRIMARY SCHOOL,School,1353,0.3171,0,0.4131,-9.6,1
32871056,79800127,Johannesburg,SOL PLAATJIE COMMUNITY HALL,Hall/Centre,4112,0.4003,0,0.4131,-1.28,0
32871090,79800127,Johannesburg,GOUDRAND HOSTEL HALL,Hall/Centre,4257,0.3968,0,0.4131,-1.63,1
32870145,79800128,Johannesburg,TSHEPISONG PRIMARY SCHOOL,School,3642,0.391,0,0.4172,-2.62,1
32871203,79800128,Johannesburg,ONKGOPOTSE TIRO PRIMARY,School,4747,0.3684,0,0.4172,-4.88,1
32871214,79800128,Johannesburg,HARRY GWALA PRIMARY SCHOOL,School,5484,0.2701,0,0.4172,-14.71,1
32870910,79800129,Johannesburg,OBED MOSIANE PRIMARY SCHOOL,School,3410,0.4144,0,0.3737,4.07,0
32870921,79800129,Johannesburg,SEBETSA OTHOLE-MOPUTSO,Other,2630,0.3878,0,0.3737,1.41,1
32870932,79800129,Johannesburg,TENT AT DOORNKOP COMMUNITY HALL,Tent,2688,0.3943,1,0.3737,2.06,1
32862034,79800130,Johannesburg,EMDENI SENIOR SECONDARY SCHOOL,School,2401,0.419,0,0.3995,1.95,0
32862067,79800130,Johannesburg,JOSIAH KHUMALO ADULT EDUCATION CENTRE,Hall/Centre,3008,0.4209,0,0.3995,2.14,0
32862078,79800130,Johannesburg,EMSENI PRIMARY SCHOOL,School,2018,0.4103,0,0.3995,1.08,0
32860841,79800131,Johannesburg,MADUME PRIMARY SCHOOL,School,3009,0.4247,0,0.397,2.77,0
32860953,79800131,Johannesburg,RAPHELA SECONDARY SCHOOL,School,2915,0.4388,0,0.397,4.18,0
32860964,79800131,Johannesburg,ORANGE FARM EXT 1 HALL,Hall/Centre,1801,0.4209,0,0.397,2.39,0
32850053,79800132,Johannesburg,LEEUWKOP PRISON,Other,1712,0.3265,0,0.5151,-18.86,1
32851379,79800132,Johannesburg,REDDAM HOUSE WATERFALL COLLEGE,School,4391,0.6418,0,0.5151,12.67,0
32910027,79800132,Johannesburg,JUNIOR ACHIEVERS MONTESSORI,Other,5339,0.3546,0,0.5151,-16.05,1
32910117,79800133,Johannesburg,IVORY PARK NORTH COMMUNITY HALL,Hall/Centre,3408,0.3468,0,0.4082,-6.14,1
32910128,79800133,Johannesburg,JB MATABANE SECONDARY SCHOOL,School,4537,0.326,0,0.4082,-8.22,1
32910139,79800133,Johannesburg,COME ONE COME ALL,Other,4479,0.2639,0,0.4082,-14.43,1
32840401,79800134,Johannesburg,RANDPARK PRIMARY SCHOOL,School,4202,0.5338,0,0.5204,1.34,0
32840513,79800134,Johannesburg,BOSKRUIN COMMUNITY CENTRE,Hall/Centre,6217,0.4895,0,0.5204,-3.09,0
32840557,79800134,Johannesburg,NORTHRIDING COLLEGE,School,3575,0.3891,0,0.5204,-13.13,1
32870897,79800135,Johannesburg,FARANANI PRIMARY SCHOOL,School,5600,0.3486,0,0.39,-4.14,1
32871191,79800135,Johannesburg,MZIWANDILEMSELANTO EDUCARE CENTRE,Hall/Centre,3401,0.3999,0,0.39,0.99,1
32871247,79800135,Johannesburg,LITTLE ANGELS DAYCARE & PRE-SCHOOL,School,2751,0.4962,0,0.39,10.62,0
32950021,79900001,Tshwane,LAERSKOOL GENL NICOLAAS SMIT,School,3007,0.3392,0,0.5304,-19.12,1
32950032,79900001,Tshwane,HOËRSKOOL HERCULES,Other,4172,0.4758,0,0.5304,-5.46,0
32950065,79900001,Tshwane,SAAMSPAN LAERSKOOL,School,3440,0.5747,0,0.5304,4.43,0
32951640,79900002,Tshwane,LAERSKOOL RACHEL DE BEER,School,3335,0.5106,0,0.5238,-1.32,0
32951651,79900002,Tshwane,LAERSKOOL VOORTREKKER EEUFEES,School,2802,0.5054,0,0.5238,-1.84,0
32951662,79900002,Tshwane,PRETORIA-NOORD STADSAAL,Other,3931,0.4437,0,0.5238,-8.01,0
32950054,79900003,Tshwane,PRETORIA-WES HOËRSKOOL,Other,4395,0.2309,0,0.3865,-15.56,1
32950166,79900003,Tshwane,LAERSKOOL WESPARK,School,2602,0.4639,0,0.3865,7.74,0
32950177,79900003,Tshwane,LAERSKOOL DIE HEUVEL,School,1814,0.258,0,0.3865,-12.85,1
32960527,79900004,Tshwane,AKASIA MUNICIPAL OFFICE,Other,4935,0.3585,0,0.3894,-3.09,1
32960538,79900004,Tshwane,THE ORCHARDS PRIMARY SCHOOL,School,5205,0.4037,0,0.3894,1.43,0
32960864,79900004,Tshwane,SMILEY KIDS ORCHARDS,Other,1369,0.5106,0,0.3894,12.12,0
32951617,79900005,Tshwane,MAGALIESKRUIN LAERSKOOL,School,4041,0.589,0,0.5087,8.03,0
32951628,79900005,Tshwane,MONTANA HOËRSKOOL,Other,5960,0.5086,0,0.5087,-0.01,0
32951718,79900005,Tshwane,TENT AT MUNICIPAL PARK,Tent,2663,0.6838,1,0.5087,17.51,0
32951202,79900006,Tshwane,F.F. RIBEIRO PRIMARY SCHOOL,School,1634,0.3329,0,0.4121,-7.92,1
32951280,79900006,Tshwane,TSHIMOLLO PRIMARY SCHOOL,School,1239,0.4205,0,0.4121,0.84,0
32951291,79900006,Tshwane,AGNES CHIDI PRIMARY SCHOOL,School,1710,0.3947,0,0.4121,-1.74,1
32950133,79900007,Tshwane,LOTUS GARDENS SECONDARY SCHOOL,School,3976,0.4218,0,0.3854,3.64,0
32952225,79900007,Tshwane,FUSION SECONDARY SCHOOL,School,4940,0.415,0,0.3854,2.96,0
32952663,79900007,Tshwane,BAGALE PRIMARY SCHOOL,School,3150,0.4435,0,0.3854,5.81,0
86661030,79900008,Tshwane,DILOPYE PRIMARY SCHOOL,School,1442,0.4945,0,0.4142,8.03,0
86661041,79900008,Tshwane,PHALESANE PRIMARY SCHOOL,School,1182,0.3308,0,0.4142,-8.34,1
86661074,79900008,Tshwane,TIRANI BASADI CENTER,Hall/Centre,826,0.4358,0,0.4142,2.16,0
86730026,79900009,Tshwane,REFALOTSE PRIMARY SCHOOL,School,1978,0.3306,0,0.4179,-8.73,1
86730048,79900009,Tshwane,RELEBOGILE DAY CARE CENTRE,Hall/Centre,2449,0.3814,0,0.4179,-3.65,1
86730071,79900009,Tshwane,GALEBOE MIDDLE SCHOOL,School,1822,0.3908,0,0.4179,-2.71,1
32952045,79900010,Tshwane,BARAK EDUCATION FOUNDATION,Other,2560,0.3797,0,0.3916,-1.19,1
32952113,79900010,Tshwane,REPHAFUGILE SECONDARY SCHOOL,School,2930,0.2922,0,0.3916,-9.94,1
32952371,79900010,Tshwane,VIVA VILLAGE COMMUNITY CENTRE,Hall/Centre,1650,0.2752,0,0.3916,-11.64,1
32960280,79900011,Tshwane,PHAKAMONOLA PRIMARY SCHOOL,School,3045,0.4108,0,0.4155,-0.47,0
32960336,79900011,Tshwane,RIVONINGO PRIMARY SCHOOL,School,1971,0.4404,0,0.4155,2.49,0
32960369,79900011,Tshwane,MAKHOSINI SECONDARY SCHOOL,School,1693,0.4566,0,0.4155,4.11,0
86700090,79900012,Tshwane,MABOPANE HIGH SCHOOL,School,1638,0.3059,0,0.4074,-10.15,1
86700168,79900012,Tshwane,LETLOTLO MIDDLE SCHOOL,School,1715,0.3563,0,0.4074,-5.11,1
86700270,79900012,Tshwane,SHOSHANGAAN PRIMARY SCHOOL,School,1880,0.2809,0,0.4074,-12.65,1
32960662,79900013,Tshwane,OFFICE OPPOSITE TOM`S PLACE,Other,1117,0.3859,0,0.4131,-2.72,1
32960954,79900013,Tshwane,REVIVAL CHURCH,Church,1200,0.4042,0,0.4131,-0.89,0
32961102,79900013,Tshwane,ALL SAINTS FOR CHRIST CHURCH,Church,376,0.2553,0,0.4131,-15.78,1
86660804,79900014,Tshwane,MOLONDOLODZI PRE-SCHOOL,School,1565,0.4045,0,0.3973,0.72,0
86660815,79900014,Tshwane,RAPELEGO PRIMARY SCHOOL,School,1666,0.3872,0,0.3973,-1.01,1
86660826,79900014,Tshwane,KGOMBA PRIMARY SCHOOL,School,1505,0.4359,0,0.3973,3.86,0
32951493,79900015,Tshwane,PHATENG COMPREHENSIVE SCHOOL,School,1548,0.405,0,0.4108,-0.58,0
32951516,79900015,Tshwane,IKAGENG COMMUNITY CENTRE,Hall/Centre,2517,0.4446,0,0.4108,3.38,0
32952337,79900015,Tshwane,NELLMAPIUS PRIMARY SCHOOL EXT 6,School,3676,0.4255,0,0.4108,1.47,0
32951190,79900016,Tshwane,KOOS MATLI SCHOOL,School,1450,0.4214,0,0.4108,1.06,0
32951246,79900016,Tshwane,GATANG SCHOOL,School,1922,0.397,0,0.4108,-1.38,1
32951257,79900016,Tshwane,LEHLABILE SCHOOL,School,2200,0.4236,0,0.4108,1.28,0
32950830,79900017,Tshwane,MAHLASEDI MASANA SCHOOL,School,3937,0.3774,0,0.4029,-2.55,1
32952001,79900017,Tshwane,UNITING REFORMED CHURCH,Church,2766,0.3427,0,0.4029,-6.02,1
32952012,79900017,Tshwane,BONALESEDI SCHOOL,School,3390,0.3383,0,0.4029,-6.46,1
32951505,79900018,Tshwane,N' WA - VANGANI PRIMARY SCHOOL,School,2804,0.342,0,0.4148,-7.28,1
32951527,79900018,Tshwane,MOUNT GRACE MINISTRIES,Church,1947,0.414,0,0.4148,-0.08,0
32951538,79900018,Tshwane,RIBANE LAKA SECONDARY SCHOOL,School,1355,0.4694,0,0.4148,5.46,0
86730059,79900019,Tshwane,ABEL MOTSHWANE HIGH SCHOOL,School,3381,0.4407,0,0.4165,2.42,0
86730082,79900019,Tshwane,TLHABOLOGO AET CENTRE,Hall/Centre,1862,0.3706,0,0.4165,-4.59,1
86730093,79900019,Tshwane,THE GLOBAL CHURCH OF THE LORD JESUS CHRIST,Church,1200,0.4075,0,0.4165,-0.9,0
86700012,79900020,Tshwane,KGOMOTSO DAY CARE,Other,2729,0.3313,0,0.4002,-6.89,1
86700045,79900020,Tshwane,MORULA VIEW PRIMARY SCHOOL,School,3650,0.3956,0,0.4002,-0.46,1
86700124,79900020,Tshwane,NONG PRIMARY SCHOOL,School,2175,0.371,0,0.4002,-2.92,1
86700023,79900021,Tshwane,BAFETI MIDDLE SCHOOL,School,2123,0.4089,0,0.393,1.59,0
86700034,79900021,Tshwane,SETUMO KHIBA SECONDARY SCHOOL,School,2172,0.3978,0,0.393,0.48,1
86700135,79900021,Tshwane,UNIT X REVENUE OFFICES,Other,2824,0.3569,0,0.393,-3.61,1
86661580,79900022,Tshwane,MABOPANE ISLAMIC CENTRE,Hall/Centre,2249,0.4522,0,0.4101,4.21,0
86700056,79900022,Tshwane,TSHWANE WEST DISTRICT,Other,2722,0.3813,0,0.4101,-2.88,1
86700067,79900022,Tshwane,DR MOREOSELE HIGH SCHOOL,School,2728,0.4014,0,0.4101,-0.87,0
32951268,79900023,Tshwane,RETHABILE HALL,Hall/Centre,1863,0.3908,0,0.4187,-2.79,1
32951415,79900023,Tshwane,REFENTSE PRIMARY SCHOOL,School,1857,0.3796,0,0.4187,-3.91,1
32951572,79900023,Tshwane,MAMELODI HIGH SCHOOL,School,1965,0.4122,0,0.4187,-0.65,0
86730015,79900024,Tshwane,SISTERS OF MERCY SCHOOL,School,1182,0.3959,0,0.4233,-2.74,1
86730060,79900024,Tshwane,THULAGANYO MIDDLE SCHOOL,School,2211,0.3876,0,0.4233,-3.57,1
86730138,79900024,Tshwane,KULANI PRIMARY SCHOOL,School,3637,0.3038,0,0.4233,-11.95,1
32960011,79900025,Tshwane,AFRICAN GOSPEL CHURCH,Church,2138,0.3022,0,0.4149,-11.27,1
32960392,79900025,Tshwane,KGOTLELELANG PRIMARY SCHOOL,School,2925,0.3491,0,0.4149,-6.58,1
32960404,79900025,Tshwane,VUKOSI PRIMARY SCHOOL,School,2997,0.32,0,0.4149,-9.49,1
32960033,79900026,Tshwane,UTHANDO PRIMARY SCHOOL,School,1912,0.3593,0,0.4146,-5.53,1
32960178,79900026,Tshwane,SOSHANGUVE HIGH SCHOOL,School,2191,0.3884,0,0.4146,-2.62,1
32960279,79900026,Tshwane,SEETSA SAKGWEDI PRIMARY SCHOOL,School,1789,0.4097,0,0.4146,-0.49,0
32960189,79900027,Tshwane,SENTHIBELE SENIOR SECONDARY SCHOOL,School,1276,0.4028,0,0.4061,-0.33,0
32960303,79900027,Tshwane,NCHUNCHEKO PRIMARY SCHOOL,School,1766,0.4298,0,0.4061,2.37,0
32960314,79900027,Tshwane,DIMAKATSO PRIMARY SCHOOL,School,2906,0.4129,0,0.4061,0.68,0
32951460,79900028,Tshwane,LUTHERAN CHURCH (MODISA O MOLEMO),Church,1478,0.4235,0,0.404,1.95,0
32951471,79900028,Tshwane,MVELEDZO PRIMARY SCHOOL,School,1605,0.3607,0,0.404,-4.33,1
32951482,79900028,Tshwane,HOPE DAYCARE CENTRE,Hall/Centre,1610,0.3509,0,0.404,-5.31,1
32960101,79900029,Tshwane,DITHABANENG PRIMARY SCHOOL,School,1576,0.4232,0,0.4033,1.99,0
32960123,79900029,Tshwane,REDIBONE PRIMARY SCHOOL,School,1713,0.3666,0,0.4033,-3.67,1
32960190,79900029,Tshwane,PUTCO SOSHANGUVE,Other,1703,0.4516,0,0.4033,4.83,0
86690065,79900030,Tshwane,GA-RANKUWA PRIMARY SCHOOL,School,1984,0.3805,0,0.4045,-2.4,1
86690098,79900030,Tshwane,MAROPENG PRIMARY SCHOOL,School,3262,0.405,0,0.4045,0.05,0
86690122,79900030,Tshwane,MAPENANE MIDDLE SCHOOL,School,1834,0.386,0,0.4045,-1.85,1
33280017,79900031,Tshwane,VISSERSHOEK PRIMARY SCHOOL,School,1002,0.4222,0,0.4032,1.9,0
33280163,79900031,Tshwane,PREPARING LEADERSHIP OF TOMMOROW CRECHE,Other,298,0.8691,0,0.4032,46.59,0
86690010,79900031,Tshwane,TSELA-TSHWEU MOEPATHUTSE ABET CENTRE,Hall/Centre,1795,0.3699,0,0.4032,-3.33,1
32960707,79900032,Tshwane,SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,Other,1966,0.1322,0,0.4064,-27.42,1
32961191,79900032,Tshwane,KAMOGELO DAY CARE CENTER,Hall/Centre,904,0.5365,0,0.4064,13.01,0
86690043,79900032,Tshwane,TIM MODISE PRIMARY SCHOOL,School,2085,0.3559,0,0.4064,-5.05,1
32960044,79900033,Tshwane,BOEPATHUTSE JUNIOR SECONDARY SCHOOL,School,1565,0.3936,0,0.4039,-1.03,1
32960055,79900033,Tshwane,LETHABONG SECONDARY SCHOOL,School,2249,0.3739,0,0.4039,-3.0,1
32960066,79900033,Tshwane,HLANGANANI HIGH SCHOOL,School,1588,0.4307,0,0.4039,2.68,0
32960077,79900034,Tshwane,RHULANI COMBINED SCHOOL,School,2106,0.3851,0,0.4109,-2.58,1
32960088,79900034,Tshwane,PHUMZILE PRIMARY SCHOOL,School,1996,0.2435,0,0.4109,-16.74,1
32960099,79900034,Tshwane,KHENSANI PRIMARY SCHOOL,School,3151,0.378,0,0.4109,-3.29,1
32960156,79900035,Tshwane,A RETHABENG PRIMARY SCHOOL,School,1946,0.4702,0,0.4072,6.3,0
32960167,79900035,Tshwane,RETHOMILE JUNIOR SECONDARY SCHOOL,School,1692,0.2335,0,0.4072,-17.37,1
32960572,79900035,Tshwane,TIPFUXENI PRIMARY SCHOOL,School,3163,0.4154,0,0.4072,0.82,0
32960022,79900036,Tshwane,SHALOM PRIMARY SCHOOL,School,2292,0.3486,0,0.4005,-5.19,1
32960134,79900036,Tshwane,TSHWANE NORTH COLLEGE,School,834,0.1055,0,0.4005,-29.5,1
32960471,79900036,Tshwane,SINQOBILE PRIMARY SCHOOL,School,1469,0.4309,0,0.4005,3.04,0
32960796,79900037,Tshwane,KGETHEGO EARLY LEARNING CENTRE,Hall/Centre,4631,0.3556,0,0.4112,-5.56,1
32960820,79900037,Tshwane,COMMANDMENT OF GOD MINISTRY (CGM),Church,3436,0.3719,0,0.4112,-3.93,1
32960921,79900037,Tshwane,REVIVAL FOR ALL NATIONS’ MINISTRIES,Church,1757,0.4559,0,0.4112,4.47,0
32951213,79900038,Tshwane,SHIRINDA PRIMARY SCHOOL,School,2081,0.2778,0,0.395,-11.72,1
32951224,79900038,Tshwane,SEVENTH DAY ADVENTIST CHURCH,Church,1917,0.2201,0,0.395,-17.49,1
32951303,79900038,Tshwane,MINI MUNITORIA,Other,357,0.1709,0,0.395,-22.41,1
32960594,79900039,Tshwane,REABETSWE PRIMARY SCHOOL,School,3840,0.3789,0,0.415,-3.61,1
32960606,79900039,Tshwane,SEAGENG SECONDARY SCHOOL,School,2655,0.3476,0,0.415,-6.74,1
32960695,79900039,Tshwane,AYANDA PRIMARY SCHOOL,School,2443,0.3262,0,0.415,-8.88,1
32952023,79900040,Tshwane,MEETSE A BOPHELO PRIMARY,School,3166,0.2631,0,0.4093,-14.62,1
32952056,79900040,Tshwane,PFUNZO NDI TSHEDZA SCHOOL,School,5368,0.3204,0,0.4093,-8.89,1
32952405,79900040,Tshwane,FUTURE GLORY MINISTRIES PHOMOLONG,Church,2744,0.2715,0,0.4093,-13.78,1
32950278,79900041,Tshwane,LAERSKOOL MEYERSPARK,School,2576,0.5466,0,0.514,3.26,0
32950425,79900041,Tshwane,LAERSKOOL SKUILKRANS,School,3879,0.58,0,0.514,6.6,0
32950964,79900041,Tshwane,LAERSKOOL SILVERTON,School,2754,0.419,0,0.514,-9.5,0
32950841,79900042,Tshwane,MONUMENT PARK LAERSKOOL,School,3842,0.5606,0,0.5518,0.88,0
32950852,79900042,Tshwane,WATERKLOOF BAPTIST CHURCH,Church,2992,0.5795,0,0.5518,2.77,0
32951022,79900042,Tshwane,WATERKLOOF PRIMARY SCHOOL,School,3305,0.5691,0,0.5518,1.73,0
32950919,79900043,Tshwane,NORRIDGE PARK PRIMARY SCHOOL,School,2795,0.2594,0,0.3969,-13.75,1
32950920,79900043,Tshwane,P.S. FOURIE PRIMARY SCHOOL,School,2724,0.4545,0,0.3969,5.76,0
32950931,79900043,Tshwane,TENT AT LABOUR & PEGGY BARNES,Tent,2766,0.4595,1,0.3969,6.26,0
32950245,79900044,Tshwane,TENT AT CNR VAALKOP & TZANEEN STREET,Tent,3182,0.5229,1,0.5143,0.86,0
32951033,79900044,Tshwane,NG KERK VALLEISIG,Church,2497,0.6119,0,0.5143,9.76,0
32952078,79900044,Tshwane,TOMORROWS PEOPLE COLLEGE,School,2772,0.5841,0,0.5143,6.98,0
32950818,79900045,Tshwane,PRETORIUS PARK ELECTRICITY DEPOT,Other,1595,0.4408,0,0.5337,-9.29,0
32951077,79900045,Tshwane,GARSFONTEIN HOËRSKOOL,Other,3762,0.5494,0,0.5337,1.57,0
32951088,79900045,Tshwane,GARSFONTEIN LAERSKOOL,School,2165,0.6485,0,0.5337,11.48,0
32950874,79900046,Tshwane,LYNNWOOD RIDGE PRIMARY SCHOOL,School,3428,0.5957,0,0.5468,4.89,0
32950986,79900046,Tshwane,N.G KERK SILVERTON KRUIN,Church,1977,0.567,0,0.5468,2.02,0
32951044,79900046,Tshwane,ST ALBANS COLLEGE,School,2834,0.5879,0,0.5468,4.11,0
32950885,79900047,Tshwane,LAERSKOOL ELARDUSPARK,School,2775,0.5697,0,0.548,2.17,0
32950997,79900047,Tshwane,CHOOSE LIFE CHURCH,Church,4350,0.5926,0,0.548,4.46,0
32951000,79900047,Tshwane,KLEUTERGENOT PRE PRIMARY SCHOOL,School,3232,0.5968,0,0.548,4.88,0
32980237,79900048,Tshwane,HEUWELOORD COMMUNITY TEST CENTRE,Hall/Centre,6538,0.4787,0,0.454,2.47,0
32980293,79900048,Tshwane,TENT AT MNANDI SPAR,Tent,1733,0.4143,1,0.454,-3.97,0
32980349,79900048,Tshwane,TENT - 114 CRECH MISSION,Tent,1180,0.511,1,0.454,5.7,0
33160014,79900049,Tshwane,MOKONYAMA PRIMARY SCHOOL,School,1771,0.4816,0,0.4074,7.42,0
33160025,79900049,Tshwane,HAMMANSKRAAL SECONDARY SCHOOL,School,2033,0.3738,0,0.4074,-3.36,1
33170060,79900049,Tshwane,NG KERK PETRONELLA,Church,1112,0.5369,0,0.4074,12.95,0
32951639,79900050,Tshwane,NORTHRIDGE PRIMARY SCHOOL,School,2214,0.5976,0,0.5446,5.3,0
32951684,79900050,Tshwane,HOËRSKOOL OVERKRUIN,Other,3563,0.6214,0,0.5446,7.68,0
32951842,79900050,Tshwane,WONDERBOOM LAERSKOOL,School,4040,0.7663,0,0.5446,22.17,0
32950740,79900051,Tshwane,ZODWA SPECIAL SCHOOL,School,2025,0.4573,0,0.3906,6.67,0
32950751,79900051,Tshwane,ISAAC MORE PRIMARY SCHOOL,School,2432,0.4766,0,0.3906,8.6,0
32950795,79900051,Tshwane,BOKGONI TECHNICAL SCHOOL,School,2966,0.4322,0,0.3906,4.16,0
32950357,79900052,Tshwane,HUIS VERGENOEG,Other,2891,0.6427,0,0.5126,13.01,0
32950368,79900052,Tshwane,LAERSKOOL VILLIERIA,School,3274,0.5638,0,0.5126,5.12,0
32950391,79900052,Tshwane,TOTIUSDAL LAERSKOOL,School,3043,0.6615,0,0.5126,14.89,0
32950111,79900053,Tshwane,SKEMERVREUGDE DIENSSENTRUM (SILWERKROON),Other,1600,0.5744,0,0.5298,4.46,0
32950256,79900053,Tshwane,RIETONDALE SECONDARY SCHOOL,School,2540,0.4862,0,0.5298,-4.36,0
32950335,79900053,Tshwane,KORFBALVELD,Other,1990,0.5075,0,0.5298,-2.23,0
32950076,79900054,Tshwane,BERGSIG LAERSKOOL,School,3031,0.6156,0,0.5362,7.94,0
32950302,79900054,Tshwane,MAYVILLE LAERSKOOL,School,3077,0.5375,0,0.5362,0.13,0
32950313,79900054,Tshwane,LAERSKOOL WONDERBOOM SUID,School,3828,0.6215,0,0.5362,8.53,0
32950043,79900055,Tshwane,TUINE HOËRSKOOL,Other,3012,0.574,0,0.447,12.7,0
32950087,79900055,Tshwane,LAERSKOOL BOOYSENS,School,4916,0.4626,0,0.447,1.56,0
32952539,79900055,Tshwane,HOËR TEGNIESE SKOOL PRETORIA - TUINE,Other,3354,0.4487,0,0.447,0.17,0
32950504,79900056,Tshwane,PRETORIA-OOS LAERSKOOL,School,2519,0.478,0,0.5062,-2.82,0
32950548,79900056,Tshwane,ANTON VAN WOUW LAERSKOOL,School,1716,0.4691,0,0.5062,-3.71,0
32950593,79900056,Tshwane,TENT - BELGRAVE SQUARE PARK,Tent,3221,0.2639,1,0.5062,-24.23,1
32980057,79900057,Tshwane,LAERSKOOL LOUIS LEIPOLDT,School,4956,0.5222,0,0.486,3.62,0
32980068,79900057,Tshwane,LYTTELTON PRIMARY SCHOOL,School,2951,0.5198,0,0.486,3.38,0
32980125,79900057,Tshwane,TENT AT BANQUET HALL,Tent,5241,0.477,1,0.486,-0.9,0
32950199,79900058,Tshwane,MC MOTOR CORP,Other,956,0.3588,0,0.3816,-2.28,1
32950223,79900058,Tshwane,CITY HALL,Hall/Centre,5345,0.2019,0,0.3816,-17.97,1
32950346,79900058,Tshwane,RIVIERA LAERSKOOL,School,1887,0.3402,0,0.3816,-4.14,1
32950289,79900059,Tshwane,LAERSKOOL PARATUS,School,2260,0.131,0,0.4671,-33.61,1
32950481,79900059,Tshwane,FRED WEST HALL- GEORGE BRINK SPORTS CLUB,Hall/Centre,2620,0.2317,0,0.4671,-23.54,1
32950492,79900059,Tshwane,METHODIST CHURCH,Church,2811,0.2231,0,0.4671,-24.4,1
32950122,79900060,Tshwane,GENERAAL BEYERS LAERSKOOL,School,3875,0.4248,0,0.3862,3.86,0
32950144,79900060,Tshwane,WESTERLIG LAERSKOOL,School,3013,0.4739,0,0.3862,8.77,0
32950155,79900060,Tshwane,TENT - PARK WESTVIEW,Tent,2507,0.487,1,0.3862,10.08,0
32980248,79900061,Tshwane,LAERSKOOL ERASMIA,School,2951,0.5466,0,0.3838,16.28,0
32980259,79900061,Tshwane,JACARANDA PRIMARY SCHOOL,School,1965,0.4926,0,0.3838,10.88,0
32980260,79900061,Tshwane,LAUDIUM COMMUNITY HALL,Hall/Centre,1774,0.4893,0,0.3838,10.55,0
32950683,79900062,Tshwane,KGABO PRIMARY SCHOOL,School,1217,0.5472,0,0.4049,14.23,0
32950739,79900062,Tshwane,SEAPARANKWE PRIMARY SCHOOL,School,2209,0.4319,0,0.4049,2.7,0
32950762,79900062,Tshwane,MATSEKE PRIMARY SCHOOL,School,2218,0.4617,0,0.4049,5.68,0
32950649,79900063,Tshwane,THOHO YANDOU PRIMARY SCHOOL,School,1993,0.429,0,0.4075,2.15,0
32950650,79900063,Tshwane,ESIKHISINI COMBINED SCHOOL,School,1338,0.4148,0,0.4075,0.73,0
32950672,79900063,Tshwane,MAKGATHO PRIMARY SCHOOL,School,2272,0.3996,0,0.4075,-0.79,1
32980103,79900064,Tshwane,AFM ROOIHUISKRAAL COMMUNITY CHURCH,Church,3309,0.5672,0,0.4849,8.23,0
32980170,79900064,Tshwane,LAERSKOOL UITSIG,School,3754,0.5152,0,0.4849,3.03,0
32980204,79900064,Tshwane,HOËRSKOOL UITSIG,Other,2916,0.561,0,0.4849,7.61,0
32980035,79900065,Tshwane,IRENE PRIMARY SCHOOL,School,5751,0.5886,0,0.5202,6.84,0
32980091,79900065,Tshwane,LAERSKOOL ROOIHUISKRAAL,School,3588,0.5304,0,0.5202,1.02,0
32980383,79900065,Tshwane,TENT - CENTURION TESTING GROUND,Tent,5832,0.493,1,0.5202,-2.72,0
32950267,79900066,Tshwane,VHALLIESPARK PRIMARY SCHOOL,School,3941,0.5643,0,0.567,-0.27,0
