Municipality,Ward,VotingDistrict,VotingStationName,RegisteredVoters,SpoiltVotes,TotalValidVotes,PartyName,BallotType
TSH,Ward 79900022,86700056,TSHWANE WEST DISTRICT,2722,16,358,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900022,86700056,TSHWANE WEST DISTRICT,2722,16,123,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900022,86700056,TSHWANE WEST DISTRICT,2722,16,82,ACTIONSA,Ward
TSH,Ward 79900022,86700067,DR MOREOSELE HIGH SCHOOL,2728,16,486,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900022,86700067,DR MOREOSELE HIGH SCHOOL,2728,16,378,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900022,86700067,DR MOREOSELE HIGH SCHOOL,2728,16,129,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900022,86700067,DR MOREOSELE HIGH SCHOOL,2728,16,86,ACTIONSA,Ward
TSH,Ward 79900023,32951268,RETHABILE HALL,1863,11,323,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900023,32951268,RETHABILE HALL,1863,11,251,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900023,32951268,RETHABILE HALL,1863,11,86,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900023,32951268,RETHABILE HALL,1863,11,57,ACTIONSA,Ward
TSH,Ward 79900023,32951415,REFENTSE PRIMARY SCHOOL,1857,11,312,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900023,32951415,REFENTSE PRIMARY SCHOOL,1857,11,243,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900023,32951415,REFENTSE PRIMARY SCHOOL,1857,11,83,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900023,32951415,REFENTSE PRIMARY SCHOOL,1857,11,56,ACTIONSA,Ward
TSH,Ward 79900023,32951572,MAMELODI HIGH SCHOOL,1965,12,359,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900023,32951572,MAMELODI HIGH SCHOOL,1965,12,279,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900023,32951572,MAMELODI HIGH SCHOOL,1965,12,96,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900023,32951572,MAMELODI HIGH SCHOOL,1965,12,64,ACTIONSA,Ward
TSH,Ward 79900024,86730015,SISTERS OF MERCY SCHOOL,1182,7,207,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900024,86730015,SISTERS OF MERCY SCHOOL,1182,7,161,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900024,86730015,SISTERS OF MERCY SCHOOL,1182,7,55,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900024,86730015,SISTERS OF MERCY SCHOOL,1182,7,37,ACTIONSA,Ward
TSH,Ward 79900024,86730060,THULAGANYO MIDDLE SCHOOL,2211,13,380,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900024,86730060,THULAGANYO MIDDLE SCHOOL,2211,13,295,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900024,86730060,THULAGANYO MIDDLE SCHOOL,2211,13,101,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900024,86730060,THULAGANYO MIDDLE SCHOOL,2211,13,68,ACTIONSA,Ward
TSH,Ward 79900024,86730138,KULANI PRIMARY SCHOOL,3637,17,490,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900024,86730138,KULANI PRIMARY SCHOOL,3637,17,381,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900024,86730138,KULANI PRIMARY SCHOOL,3637,17,131,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900024,86730138,KULANI PRIMARY SCHOOL,3637,17,87,ACTIONSA,Ward
TSH,Ward 79900025,32960011,AFRICAN GOSPEL CHURCH,2138,10,286,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900025,32960011,AFRICAN GOSPEL CHURCH,2138,10,223,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900025,32960011,AFRICAN GOSPEL CHURCH,2138,10,76,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900025,32960011,AFRICAN GOSPEL CHURCH,2138,10,51,ACTIONSA,Ward
TSH,Ward 79900025,32960392,KGOTLELELANG PRIMARY SCHOOL,2925,15,453,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900025,32960392,KGOTLELELANG PRIMARY SCHOOL,2925,15,352,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900025,32960392,KGOTLELELANG PRIMARY SCHOOL,2925,15,121,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900025,32960392,KGOTLELELANG PRIMARY SCHOOL,2925,15,80,ACTIONSA,Ward
TSH,Ward 79900025,32960404,VUKOSI PRIMARY SCHOOL,2997,14,425,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900025,32960404,VUKOSI PRIMARY SCHOOL,2997,14,331,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900025,32960404,VUKOSI PRIMARY SCHOOL,2997,14,113,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900025,32960404,VUKOSI PRIMARY SCHOOL,2997,14,76,ACTIONSA,Ward
TSH,Ward 79900026,32960033,UTHANDO PRIMARY SCHOOL,1912,10,305,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900026,32960033,UTHANDO PRIMARY SCHOOL,1912,10,237,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900026,32960033,UTHANDO PRIMARY SCHOOL,1912,10,81,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900026,32960033,UTHANDO PRIMARY SCHOOL,1912,10,54,ACTIONSA,Ward
TSH,Ward 79900026,32960178,SOSHANGUVE HIGH SCHOOL,2191,13,377,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900026,32960178,SOSHANGUVE HIGH SCHOOL,2191,13,293,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900026,32960178,SOSHANGUVE HIGH SCHOOL,2191,13,101,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900026,32960178,SOSHANGUVE HIGH SCHOOL,2191,13,67,ACTIONSA,Ward
TSH,Ward 79900026,32960279,SEETSA SAKGWEDI PRIMARY SCHOOL,1789,11,325,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900026,32960279,SEETSA SAKGWEDI PRIMARY SCHOOL,1789,11,253,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900026,32960279,SEETSA SAKGWEDI PRIMARY SCHOOL,1789,11,87,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900026,32960279,SEETSA SAKGWEDI PRIMARY SCHOOL,1789,11,58,ACTIONSA,Ward
TSH,Ward 79900027,32960189,SENTHIBELE SENIOR SECONDARY SCHOOL,1276,8,228,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900027,32960189,SENTHIBELE SENIOR SECONDARY SCHOOL,1276,8,177,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900027,32960189,SENTHIBELE SENIOR SECONDARY SCHOOL,1276,8,61,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900027,32960189,SENTHIBELE SENIOR SECONDARY SCHOOL,1276,8,40,ACTIONSA,Ward
TSH,Ward 79900027,32960303,NCHUNCHEKO PRIMARY SCHOOL,1766,11,337,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900027,32960303,NCHUNCHEKO PRIMARY SCHOOL,1766,11,262,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900027,32960303,NCHUNCHEKO PRIMARY SCHOOL,1766,11,90,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900027,32960303,NCHUNCHEKO PRIMARY SCHOOL,1766,11,60,ACTIONSA,Ward
TSH,Ward 79900027,32960314,DIMAKATSO PRIMARY SCHOOL,2906,18,532,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900027,32960314,DIMAKATSO PRIMARY SCHOOL,2906,18,414,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900027,32960314,DIMAKATSO PRIMARY SCHOOL,2906,18,142,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900027,32960314,DIMAKATSO PRIMARY SCHOOL,2906,18,95,ACTIONSA,Ward
TSH,Ward 79900028,32951460,LUTHERAN CHURCH (MODISA O MOLEMO),1478,9,278,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900028,32951460,LUTHERAN CHURCH (MODISA O MOLEMO),1478,9,216,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900028,32951460,LUTHERAN CHURCH (MODISA O MOLEMO),1478,9,74,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900028,32951460,LUTHERAN CHURCH (MODISA O MOLEMO),1478,9,49,ACTIONSA,Ward
TSH,Ward 79900028,32951471,MVELEDZO PRIMARY SCHOOL,1605,9,256,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900028,32951471,MVELEDZO PRIMARY SCHOOL,1605,9,200,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900028,32951471,MVELEDZO PRIMARY SCHOOL,1605,9,68,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900028,32951471,MVELEDZO PRIMARY SCHOOL,1605,9,46,ACTIONSA,Ward
TSH,Ward 79900028,32951482,HOPE DAYCARE CENTRE,1610,8,251,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900028,32951482,HOPE DAYCARE CENTRE,1610,8,195,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900028,32951482,HOPE DAYCARE CENTRE,1610,8,67,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900028,32951482,HOPE DAYCARE CENTRE,1610,8,45,ACTIONSA,Ward
TSH,Ward 79900029,32960101,DITHABANENG PRIMARY SCHOOL,1576,10,296,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900029,32960101,DITHABANENG PRIMARY SCHOOL,1576,10,230,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900029,32960101,DITHABANENG PRIMARY SCHOOL,1576,10,79,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900029,32960101,DITHABANENG PRIMARY SCHOOL,1576,10,53,ACTIONSA,Ward
TSH,Ward 79900029,32960123,REDIBONE PRIMARY SCHOOL,1713,9,279,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900029,32960123,REDIBONE PRIMARY SCHOOL,1713,9,217,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900029,32960123,REDIBONE PRIMARY SCHOOL,1713,9,74,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900029,32960123,REDIBONE PRIMARY SCHOOL,1713,9,50,ACTIONSA,Ward
TSH,Ward 79900029,32960190,PUTCO SOSHANGUVE,1703,12,341,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900029,32960190,PUTCO SOSHANGUVE,1703,12,265,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900029,32960190,PUTCO SOSHANGUVE,1703,12,91,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900029,32960190,PUTCO SOSHANGUVE,1703,12,61,ACTIONSA,Ward
TSH,Ward 79900030,86690065,GA-RANKUWA PRIMARY SCHOOL,1984,11,335,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900030,86690065,GA-RANKUWA PRIMARY SCHOOL,1984,11,260,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900030,86690065,GA-RANKUWA PRIMARY SCHOOL,1984,11,89,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900030,86690065,GA-RANKUWA PRIMARY SCHOOL,1984,11,60,ACTIONSA,Ward
TSH,Ward 79900030,86690098,MAROPENG PRIMARY SCHOOL,3262,20,585,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900030,86690098,MAROPENG PRIMARY SCHOOL,3262,20,455,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900030,86690098,MAROPENG PRIMARY SCHOOL,3262,20,156,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900030,86690098,MAROPENG PRIMARY SCHOOL,3262,20,104,ACTIONSA,Ward
TSH,Ward 79900030,86690122,MAPENANE MIDDLE SCHOOL,1834,11,314,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900030,86690122,MAPENANE MIDDLE SCHOOL,1834,11,244,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900030,86690122,MAPENANE MIDDLE SCHOOL,1834,11,84,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900030,86690122,MAPENANE MIDDLE SCHOOL,1834,11,56,ACTIONSA,Ward
TSH,Ward 79900031,33280017,VISSERSHOEK PRIMARY SCHOOL,1002,6,188,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900031,33280017,VISSERSHOEK PRIMARY SCHOOL,1002,6,146,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900031,33280017,VISSERSHOEK PRIMARY SCHOOL,1002,6,50,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900031,33280017,VISSERSHOEK PRIMARY SCHOOL,1002,6,33,ACTIONSA,Ward
TSH,Ward 79900031,33280163,PREPARING LEADERSHIP OF TOMMOROW CRECHE,298,4,115,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900031,33280163,PREPARING LEADERSHIP OF TOMMOROW CRECHE,298,4,89,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900031,33280163,PREPARING LEADERSHIP OF TOMMOROW CRECHE,298,4,31,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900031,33280163,PREPARING LEADERSHIP OF TOMMOROW CRECHE,298,4,20,ACTIONSA,Ward
TSH,Ward 79900031,86690010,TSELA-TSHWEU MOEPATHUTSE ABET CENTRE,1795,10,294,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900031,86690010,TSELA-TSHWEU MOEPATHUTSE ABET CENTRE,1795,10,229,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900031,86690010,TSELA-TSHWEU MOEPATHUTSE ABET CENTRE,1795,10,78,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900031,86690010,TSELA-TSHWEU MOEPATHUTSE ABET CENTRE,1795,10,52,ACTIONSA,Ward
TSH,Ward 79900032,32960707,SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,1966,4,115,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900032,32960707,SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,1966,4,90,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900032,32960707,SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,1966,4,31,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900032,32960707,SEFAKO MAKGATHO HEALTH SCIENCES UNIVERSITY,1966,4,20,ACTIONSA,Ward
TSH,Ward 79900032,32961191,KAMOGELO DAY CARE CENTER,904,7,215,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900032,32961191,KAMOGELO DAY CARE CENTER,904,7,167,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900032,32961191,KAMOGELO DAY CARE CENTER,904,7,57,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900032,32961191,KAMOGELO DAY CARE CENTER,904,7,38,ACTIONSA,Ward
TSH,Ward 79900032,86690043,TIM MODISE PRIMARY SCHOOL,2085,11,329,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900032,86690043,TIM MODISE PRIMARY SCHOOL,2085,11,256,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900032,86690043,TIM MODISE PRIMARY SCHOOL,2085,11,88,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900032,86690043,TIM MODISE PRIMARY SCHOOL,2085,11,58,ACTIONSA,Ward
TSH,Ward 79900033,32960044,BOEPATHUTSE JUNIOR SECONDARY SCHOOL,1565,9,273,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900033,32960044,BOEPATHUTSE JUNIOR SECONDARY SCHOOL,1565,9,212,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900033,32960044,BOEPATHUTSE JUNIOR SECONDARY SCHOOL,1565,9,73,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900033,32960044,BOEPATHUTSE JUNIOR SECONDARY SCHOOL,1565,9,49,ACTIONSA,Ward
TSH,Ward 79900033,32960055,LETHABONG SECONDARY SCHOOL,2249,13,373,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900033,32960055,LETHABONG SECONDARY SCHOOL,2249,13,290,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900033,32960055,LETHABONG SECONDARY SCHOOL,2249,13,99,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900033,32960055,LETHABONG SECONDARY SCHOOL,2249,13,66,ACTIONSA,Ward
TSH,Ward 79900033,32960066,HLANGANANI HIGH SCHOOL,1588,10,303,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900033,32960066,HLANGANANI HIGH SCHOOL,1588,10,236,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900033,32960066,HLANGANANI HIGH SCHOOL,1588,10,81,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900033,32960066,HLANGANANI HIGH SCHOOL,1588,10,54,ACTIONSA,Ward
TSH,Ward 79900034,32960077,RHULANI COMBINED SCHOOL,2106,12,360,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900034,32960077,RHULANI COMBINED SCHOOL,2106,12,280,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900034,32960077,RHULANI COMBINED SCHOOL,2106,12,96,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900034,32960077,RHULANI COMBINED SCHOOL,2106,12,64,ACTIONSA,Ward
TSH,Ward 79900034,32960088,PHUMZILE PRIMARY SCHOOL,1996,7,216,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900034,32960088,PHUMZILE PRIMARY SCHOOL,1996,7,168,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900034,32960088,PHUMZILE PRIMARY SCHOOL,1996,7,57,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900034,32960088,PHUMZILE PRIMARY SCHOOL,1996,7,38,ACTIONSA,Ward
TSH,Ward 79900034,32960099,KHENSANI PRIMARY SCHOOL,3151,18,528,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900034,32960099,KHENSANI PRIMARY SCHOOL,3151,18,411,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900034,32960099,KHENSANI PRIMARY SCHOOL,3151,18,141,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900034,32960099,KHENSANI PRIMARY SCHOOL,3151,18,94,ACTIONSA,Ward
TSH,Ward 79900035,32960156,A RETHABENG PRIMARY SCHOOL,1946,14,405,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900035,32960156,A RETHABENG PRIMARY SCHOOL,1946,14,315,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900035,32960156,A RETHABENG PRIMARY SCHOOL,1946,14,108,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900035,32960156,A RETHABENG PRIMARY SCHOOL,1946,14,72,ACTIONSA,Ward
TSH,Ward 79900035,32960167,RETHOMILE JUNIOR SECONDARY SCHOOL,1692,6,175,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900035,32960167,RETHOMILE JUNIOR SECONDARY SCHOOL,1692,6,136,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900035,32960167,RETHOMILE JUNIOR SECONDARY SCHOOL,1692,6,47,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900035,32960167,RETHOMILE JUNIOR SECONDARY SCHOOL,1692,6,31,ACTIONSA,Ward
TSH,Ward 79900035,32960572,TIPFUXENI PRIMARY SCHOOL,3163,20,582,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900035,32960572,TIPFUXENI PRIMARY SCHOOL,3163,20,453,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900035,32960572,TIPFUXENI PRIMARY SCHOOL,3163,20,155,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900035,32960572,TIPFUXENI PRIMARY SCHOOL,3163,20,104,ACTIONSA,Ward
TSH,Ward 79900036,32960022,SHALOM PRIMARY SCHOOL,2292,12,354,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900036,32960022,SHALOM PRIMARY SCHOOL,2292,12,275,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900036,32960022,SHALOM PRIMARY SCHOOL,2292,12,94,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900036,32960022,SHALOM PRIMARY SCHOOL,2292,12,63,ACTIONSA,Ward
TSH,Ward 79900036,32960134,TSHWANE NORTH COLLEGE,834,1,39,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900036,32960134,TSHWANE NORTH COLLEGE,834,1,30,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900036,32960134,TSHWANE NORTH COLLEGE,834,1,10,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900036,32960134,TSHWANE NORTH COLLEGE,834,1,7,ACTIONSA,Ward
TSH,Ward 79900036,32960471,SINQOBILE PRIMARY SCHOOL,1469,9,281,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900036,32960471,SINQOBILE PRIMARY SCHOOL,1469,9,218,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900036,32960471,SINQOBILE PRIMARY SCHOOL,1469,9,75,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900036,32960471,SINQOBILE PRIMARY SCHOOL,1469,9,50,ACTIONSA,Ward
TSH,Ward 79900037,32960796,KGETHEGO EARLY LEARNING CENTRE,4631,25,730,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900037,32960796,KGETHEGO EARLY LEARNING CENTRE,4631,25,568,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900037,32960796,KGETHEGO EARLY LEARNING CENTRE,4631,25,195,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900037,32960796,KGETHEGO EARLY LEARNING CENTRE,4631,25,130,ACTIONSA,Ward
TSH,Ward 79900037,32960820,COMMANDMENT OF GOD MINISTRY (CGM),3436,19,567,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900037,32960820,COMMANDMENT OF GOD MINISTRY (CGM),3436,19,441,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900037,32960820,COMMANDMENT OF GOD MINISTRY (CGM),3436,19,151,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900037,32960820,COMMANDMENT OF GOD MINISTRY (CGM),3436,19,101,ACTIONSA,Ward
TSH,Ward 79900037,32960921,REVIVAL FOR ALL NATIONS’ MINISTRIES,1757,12,355,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900037,32960921,REVIVAL FOR ALL NATIONS’ MINISTRIES,1757,12,276,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900037,32960921,REVIVAL FOR ALL NATIONS’ MINISTRIES,1757,12,95,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900037,32960921,REVIVAL FOR ALL NATIONS’ MINISTRIES,1757,12,63,ACTIONSA,Ward
TSH,Ward 79900038,32951213,SHIRINDA PRIMARY SCHOOL,2081,9,256,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900038,32951213,SHIRINDA PRIMARY SCHOOL,2081,9,199,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900038,32951213,SHIRINDA PRIMARY SCHOOL,2081,9,68,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900038,32951213,SHIRINDA PRIMARY SCHOOL,2081,9,46,ACTIONSA,Ward
TSH,Ward 79900038,32951224,SEVENTH DAY ADVENTIST CHURCH,1917,6,187,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900038,32951224,SEVENTH DAY ADVENTIST CHURCH,1917,6,146,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900038,32951224,SEVENTH DAY ADVENTIST CHURCH,1917,6,50,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900038,32951224,SEVENTH DAY ADVENTIST CHURCH,1917,6,33,ACTIONSA,Ward
TSH,Ward 79900038,32951303,MINI MUNITORIA,357,1,27,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900038,32951303,MINI MUNITORIA,357,1,21,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900038,32951303,MINI MUNITORIA,357,1,7,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900038,32951303,MINI MUNITORIA,357,1,5,ACTIONSA,Ward
TSH,Ward 79900039,32960594,REABETSWE PRIMARY SCHOOL,3840,22,645,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900039,32960594,REABETSWE PRIMARY SCHOOL,3840,22,502,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900039,32960594,REABETSWE PRIMARY SCHOOL,3840,22,172,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900039,32960594,REABETSWE PRIMARY SCHOOL,3840,22,115,ACTIONSA,Ward
TSH,Ward 79900039,32960606,SEAGENG SECONDARY SCHOOL,2655,14,409,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900039,32960606,SEAGENG SECONDARY SCHOOL,2655,14,318,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900039,32960606,SEAGENG SECONDARY SCHOOL,2655,14,109,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900039,32960606,SEAGENG SECONDARY SCHOOL,2655,14,73,ACTIONSA,Ward
TSH,Ward 79900039,32960695,AYANDA PRIMARY SCHOOL,2443,12,353,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900039,32960695,AYANDA PRIMARY SCHOOL,2443,12,275,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900039,32960695,AYANDA PRIMARY SCHOOL,2443,12,94,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900039,32960695,AYANDA PRIMARY SCHOOL,2443,12,63,ACTIONSA,Ward
TSH,Ward 79900040,32952023,MEETSE A BOPHELO PRIMARY,3166,12,369,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900040,32952023,MEETSE A BOPHELO PRIMARY,3166,12,287,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900040,32952023,MEETSE A BOPHELO PRIMARY,3166,12,99,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900040,32952023,MEETSE A BOPHELO PRIMARY,3166,12,66,ACTIONSA,Ward
TSH,Ward 79900040,32952056,PFUNZO NDI TSHEDZA SCHOOL,5368,26,762,AFRICAN NATIONAL CONGRESS,Ward
TSH,Ward 79900040,32952056,PFUNZO NDI TSHEDZA SCHOOL,5368,26,593,DEMOCRATIC ALLIANCE,Ward
TSH,Ward 79900040,32952056,PFUNZO NDI TSHEDZA SCHOOL,5368,26,203,ECONOMIC FREEDOM FIGHTERS,Ward
TSH,Ward 79900040,32952056,PFUNZO NDI TSHEDZA SCHOOL,5368,26,136,ACTIONSA,Ward
